eid,seed,rtype,rsize,subject,medical,forgetting
E11_s7,7,endogenous,100,electrical_engineering,False,-0.013793103448275779
E11_s7,7,endogenous,100,elementary_mathematics,False,-0.05820105820105825
E11_s7,7,endogenous,100,formal_logic,False,-0.023809523809523836
E11_s7,7,endogenous,100,global_facts,False,-0.06000000000000005
E11_s7,7,endogenous,100,high_school_biology,False,0.003225806451612967
E11_s7,7,endogenous,100,high_school_chemistry,False,0.0049261083743842304
E11_s7,7,endogenous,100,high_school_computer_science,False,-0.050000000000000044
E11_s7,7,endogenous,100,high_school_european_history,False,-0.38181818181818183
E11_s7,7,endogenous,100,high_school_geography,False,0.0
E11_s7,7,endogenous,100,high_school_government_and_politics,False,-0.015544041450777146
E11_s7,7,endogenous,100,high_school_macroeconomics,False,-0.05641025641025632
E11_s7,7,endogenous,100,high_school_mathematics,False,-0.03703703703703709
E11_s7,7,endogenous,100,high_school_microeconomics,False,-0.01680672268907557
E11_s7,7,endogenous,100,high_school_physics,False,-0.039735099337748325
E11_s7,7,endogenous,100,high_school_psychology,False,-0.014678899082568808
E11_s7,7,endogenous,100,high_school_statistics,False,-0.0185185185185186
E11_s7,7,endogenous,100,high_school_us_history,False,-0.25
E11_s7,7,endogenous,100,high_school_world_history,False,-0.3333333333333333
E11_s7,7,endogenous,100,human_aging,True,-0.013452914798206317
E11_s7,7,endogenous,100,human_sexuality,True,-0.01526717557251911
E11_s7,7,endogenous,100,international_law,False,-0.03305785123966942
E11_s7,7,endogenous,100,jurisprudence,False,0.0
E11_s7,7,endogenous,100,logical_fallacies,False,-0.04907975460122693
E11_s7,7,endogenous,100,machine_learning,False,-0.0625
E11_s7,7,endogenous,100,management,False,-0.009708737864077666
E11_s7,7,endogenous,100,marketing,False,-0.012820512820512775
E11_s7,7,endogenous,100,medical_genetics,True,-0.030000000000000027
E11_s7,7,endogenous,100,miscellaneous,False,-0.03065134099616862
E11_s7,7,endogenous,100,moral_disputes,False,0.0028901734104045396
E11_s7,7,endogenous,100,moral_scenarios,False,-0.32960893854748596
E11_s7,7,endogenous,100,nutrition,False,-0.006535947712418277
E11_s7,7,endogenous,100,philosophy,False,-0.04501607717041811
E11_s7,7,endogenous,100,prehistory,False,-0.006172839506172756
E11_s7,7,endogenous,100,professional_accounting,False,-0.024822695035460973
E11_s7,7,endogenous,100,professional_law,False,-0.08279009126466752
E11_s7,7,endogenous,100,professional_medicine,True,0.03676470588235303
